country_idx,safety_title,safety_url,created_at
27,"오만 해상 사고 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=273&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-20
20,"수단 수도 카르툼 군부 간 총격(4.15.) 관련 방문자제 및 신변안전 유의 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=274&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-15
42,"튀니지 내 폭동(4.11.)으로 인한 신변안전 유의공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=275&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-12
39,"콜롬비아 Nevado del Ruiz 화산 분화(23.04.05.) 관련 안전 유의 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=276&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-10
31,"이스라엘-레바논 국경 인접 북서부 지역 로켓 공격 및 이-팔 충돌 상황 관련 긴급 안전 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=277&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-07
31,"이스라엘 흉기,차량 및 총기 등 각종 테러 발생 및 대규모 반대 시위 발생 관련 안전 공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=278&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-04-05
3,"네팔 외국인 트레커 가이드 동반 의무화 실시(2023.4.1.)","https://www.0404.go.kr/dev/newest_view.nmofa?id=279&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-03-30
31,"이스라엘 사법개혁 대규모 반대 시위 및 파업 발생 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=280&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-03-28
1,"그리스 항공, 철도 등 24시간(3.16) 총파업(대규모 항의 시위) 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=281&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-03-17
9,"라오스 현금 등 소지품 보관 주의","https://www.0404.go.kr/dev/newest_view.nmofa?id=283&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-03-16
42,"튀니지 입출국시 외화반출입 유의 및 신고방법 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=285&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-03-15
25,"에콰도르 한인대상 총격사건 발생 관련 안전공지, 2.24.(금)","https://www.0404.go.kr/dev/newest_view.nmofa?id=286&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-02-27
31,"이스라엘-팔레스타인 긴장 고조 관련 신변안전 유의","https://www.0404.go.kr/dev/newest_view.nmofa?id=287&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-02-23
43,"튀르키예 동남부(카흐라만마라쉬 등) 지진 발생 관련 긴급 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=288&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-02-07
43,"유럽 내 코란 소각 사건 관련, 신변 안전 유의","https://www.0404.go.kr/dev/newest_view.nmofa?id=289&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-02-02
31,"이스라엘-팔레스타인 긴장 고조 상황 관련","https://www.0404.go.kr/dev/newest_view.nmofa?id=291&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-31
5,"니카라과 여행자 입국시 쌍안경 반입 관련 규정","https://www.0404.go.kr/dev/newest_view.nmofa?id=292&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-30
1,"그리스 아테네 필로파포스 언덕 이동 시 강도 피해 주의","https://www.0404.go.kr/dev/newest_view.nmofa?id=293&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-27
10,"러시아 지역 재외국민 신변안전 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=294&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-26
37,"캐나다 브리티시컬럼비아(BC)주 마약류 관련 유의사항 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=295&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-17
33,"코로나19 관련 해외입국자 방역관리 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=298&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-12
47,"페루 치안 동향 및 시위 현황 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=297&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-05
22,"(다수국가 공통 사항) 로맨스 사기 등 해외 사기 범죄 유형 안내","https://www.0404.go.kr/dev/newest_view.nmofa?id=300&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2023-01-04
18,"볼리비아 라파스 내 시위 관련 안전공지","https://www.0404.go.kr/dev/newest_view.nmofa?id=303&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2022-12-29
45,"파키스탄 이슬라마바드 신변안전공지(2022.12.26.)","https://www.0404.go.kr/dev/newest_view.nmofa?id=304&pagenum=1&mst_id=MST0000000000041&ctnm=&div_cd=&st=title&stext=",2022-12-27
